marks,attendance,assignment_completion,participation,coding_score,communication_score,performance_label,behavior_label,dropout_risk,attendance_prediction
71.0,64.0,78.0,75.0,75.0,92.0,high,average,medium,moderate
40.0,45.0,80.0,21.0,44.0,53.0,medium,poor,high,low
46.0,90.0,47.0,65.0,62.0,40.0,medium,good,low,moderate
89.0,93.0,54.0,72.0,94.0,98.0,high,good,low,high
91.0,70.0,66.0,84.0,68.0,25.0,high,good,low,high
88.0,74.0,66.0,81.0,94.0,83.0,high,good,low,high
47.0,53.0,85.0,58.0,54.0,60.0,medium,average,medium,moderate
73.0,44.0,57.0,43.0,23.0,75.0,medium,poor,medium,low
72.0,96.0,76.0,35.0,80.0,40.0,high,average,low,moderate
42.0,68.0,91.0,27.0,56.0,90.0,medium,poor,medium,low
68.0,56.0,50.0,71.0,23.0,56.0,medium,average,medium,moderate
66.0,81.0,87.0,96.0,31.0,53.0,high,good,low,high
57.0,41.0,53.0,26.0,45.0,56.0,low,poor,high,low
82.0,44.0,53.0,76.0,35.0,43.0,medium,average,medium,moderate
77.0,54.0,75.0,66.0,74.0,45.0,medium,average,medium,moderate
67.0,67.0,73.0,33.0,68.0,31.0,medium,poor,medium,moderate
80.0,62.0,68.0,37.0,46.0,58.0,medium,poor,medium,moderate
83.0,51.0,46.0,42.0,26.0,57.0,medium,poor,medium,moderate
69.0,61.0,36.0,74.0,26.0,50.0,medium,average,medium,moderate
48.0,60.0,93.0,43.0,95.0,98.0,high,poor,medium,moderate
83.0,71.0,91.0,86.0,47.0,29.0,high,good,medium,high
80.0,73.0,92.0,49.0,28.0,92.0,high,average,low,moderate
98.0,92.0,65.0,28.0,76.0,89.0,high,average,low,moderate
40.0,88.0,91.0,27.0,89.0,21.0,medium,average,medium,moderate
59.0,57.0,63.0,52.0,29.0,76.0,medium,average,medium,moderate
94.0,94.0,35.0,52.0,95.0,36.0,high,average,low,high
66.0,71.0,43.0,78.0,77.0,23.0,medium,good,medium,moderate
95.0,51.0,49.0,58.0,40.0,88.0,medium,average,medium,moderate
30.0,60.0,56.0,33.0,82.0,29.0,low,poor,medium,low
32.0,84.0,95.0,37.0,53.0,43.0,medium,average,medium,moderate
85.0,89.0,53.0,65.0,70.0,27.0,high,average,low,high
55.0,62.0,72.0,46.0,30.0,31.0,medium,average,medium,moderate
66.0,49.0,48.0,73.0,39.0,24.0,medium,average,medium,moderate
59.0,51.0,75.0,93.0,81.0,87.0,medium,good,medium,moderate
58.0,46.0,69.0,48.0,84.0,24.0,medium,poor,high,low
95.0,81.0,40.0,64.0,20.0,80.0,medium,average,low,high
36.0,70.0,62.0,86.0,37.0,32.0,medium,good,medium,moderate
84.0,67.0,37.0,36.0,68.0,93.0,medium,poor,medium,moderate
92.0,80.0,92.0,60.0,92.0,87.0,high,average,low,moderate
76.0,89.0,79.0,44.0,73.0,70.0,high,average,low,moderate
57.0,87.0,95.0,70.0,76.0,86.0,high,good,low,moderate
41.0,48.0,91.0,79.0,51.0,43.0,medium,average,high,moderate
77.0,75.0,45.0,31.0,24.0,82.0,medium,poor,low,moderate
62.0,92.0,79.0,34.0,81.0,37.0,medium,average,low,moderate
40.0,86.0,37.0,21.0,83.0,69.0,medium,poor,medium,moderate
55.0,59.0,97.0,20.0,55.0,93.0,medium,poor,medium,low
97.0,63.0,84.0,24.0,60.0,77.0,high,poor,medium,moderate
48.0,93.0,77.0,76.0,38.0,41.0,medium,good,low,high
42.0,41.0,99.0,92.0,56.0,79.0,medium,average,high,moderate
77.0,71.0,89.0,52.0,39.0,90.0,high,average,medium,moderate
43.0,46.0,90.0,90.0,53.0,91.0,medium,average,high,moderate
94.0,93.0,37.0,78.0,30.0,79.0,high,good,low,high
90.0,42.0,31.0,84.0,68.0,78.0,medium,average,medium,moderate
98.0,41.0,97.0,79.0,39.0,82.0,high,average,medium,moderate
93.0,59.0,47.0,35.0,77.0,78.0,medium,poor,medium,moderate
47.0,52.0,59.0,61.0,61.0,30.0,medium,average,medium,moderate
44.0,69.0,33.0,62.0,91.0,84.0,medium,average,medium,moderate
53.0,57.0,73.0,71.0,37.0,34.0,medium,average,medium,moderate
62.0,61.0,87.0,83.0,41.0,64.0,medium,average,medium,moderate
91.0,73.0,88.0,29.0,39.0,47.0,high,poor,low,moderate
81.0,73.0,70.0,73.0,70.0,37.0,high,average,low,moderate
75.0,96.0,76.0,86.0,28.0,42.0,high,good,low,high
91.0,68.0,65.0,29.0,74.0,26.0,medium,poor,medium,moderate
75.0,73.0,61.0,53.0,85.0,55.0,medium,average,medium,moderate
56.0,80.0,68.0,91.0,73.0,53.0,medium,good,medium,high
58.0,50.0,95.0,21.0,30.0,52.0,medium,poor,medium,low
66.0,80.0,47.0,32.0,59.0,27.0,medium,average,low,moderate
36.0,91.0,62.0,84.0,62.0,68.0,medium,good,medium,high
81.0,59.0,72.0,33.0,51.0,33.0,medium,poor,medium,moderate
75.0,50.0,69.0,76.0,57.0,88.0,high,average,medium,moderate
81.0,60.0,32.0,92.0,80.0,21.0,medium,good,medium,high
67.0,56.0,50.0,59.0,86.0,24.0,medium,average,medium,moderate
84.0,75.0,75.0,58.0,44.0,44.0,high,average,low,moderate
96.0,91.0,78.0,54.0,46.0,52.0,high,average,low,high
69.0,75.0,81.0,49.0,36.0,97.0,medium,average,medium,moderate
61.0,47.0,99.0,50.0,52.0,62.0,medium,poor,medium,moderate
37.0,58.0,77.0,64.0,63.0,50.0,medium,average,medium,moderate
84.0,81.0,70.0,91.0,77.0,87.0,high,good,low,high
93.0,59.0,53.0,98.0,41.0,39.0,medium,good,medium,high
78.0,75.0,55.0,89.0,37.0,91.0,high,good,low,high
90.0,81.0,87.0,29.0,22.0,52.0,high,poor,low,moderate
90.0,59.0,62.0,44.0,27.0,45.0,medium,average,medium,moderate
85.0,78.0,80.0,80.0,24.0,44.0,high,good,low,high
65.0,63.0,38.0,63.0,36.0,20.0,medium,average,medium,moderate
36.0,48.0,38.0,46.0,75.0,73.0,low,poor,high,low
30.0,62.0,45.0,44.0,81.0,66.0,medium,average,medium,low
44.0,66.0,43.0,29.0,97.0,70.0,medium,poor,medium,low
60.0,40.0,72.0,46.0,63.0,72.0,medium,poor,high,low
82.0,93.0,74.0,53.0,56.0,22.0,high,average,low,moderate
61.0,71.0,69.0,53.0,91.0,90.0,medium,average,medium,moderate
31.0,42.0,50.0,63.0,31.0,60.0,low,average,high,low
44.0,92.0,70.0,41.0,70.0,75.0,medium,average,low,moderate
98.0,91.0,38.0,36.0,85.0,22.0,medium,average,low,moderate
99.0,40.0,63.0,91.0,60.0,80.0,high,average,medium,moderate
56.0,49.0,40.0,52.0,40.0,74.0,medium,average,medium,moderate
86.0,61.0,35.0,40.0,69.0,49.0,medium,poor,medium,moderate
80.0,70.0,41.0,70.0,99.0,94.0,high,average,medium,moderate
95.0,83.0,37.0,63.0,38.0,72.0,medium,average,low,high
92.0,65.0,63.0,66.0,65.0,92.0,high,average,medium,moderate
74.0,76.0,68.0,37.0,24.0,85.0,medium,average,low,moderate
57.0,40.0,72.0,77.0,38.0,36.0,medium,average,high,moderate
73.0,79.0,60.0,35.0,81.0,99.0,high,average,low,moderate
52.0,94.0,42.0,86.0,59.0,79.0,medium,good,low,high
54.0,71.0,31.0,53.0,35.0,35.0,low,average,medium,moderate
72.0,67.0,79.0,52.0,46.0,83.0,medium,average,medium,moderate
69.0,57.0,98.0,51.0,29.0,54.0,medium,average,medium,moderate
70.0,97.0,49.0,53.0,82.0,89.0,medium,average,low,moderate
56.0,41.0,44.0,73.0,95.0,33.0,medium,average,high,moderate
58.0,57.0,51.0,59.0,28.0,40.0,medium,average,medium,moderate
30.0,48.0,45.0,30.0,39.0,47.0,low,poor,high,low
72.0,91.0,45.0,65.0,88.0,56.0,medium,good,low,high
70.0,68.0,64.0,41.0,90.0,70.0,medium,average,medium,moderate
95.0,95.0,84.0,28.0,81.0,37.0,high,average,low,moderate
65.0,79.0,79.0,87.0,77.0,76.0,high,good,medium,high
62.0,73.0,97.0,45.0,88.0,21.0,medium,average,medium,moderate
34.0,71.0,55.0,67.0,49.0,46.0,medium,average,medium,moderate
43.0,52.0,64.0,33.0,91.0,72.0,medium,poor,high,low
53.0,73.0,56.0,47.0,90.0,41.0,medium,average,medium,moderate
56.0,81.0,32.0,50.0,38.0,54.0,medium,average,medium,moderate
55.0,97.0,57.0,30.0,25.0,68.0,medium,average,low,moderate
57.0,72.0,48.0,97.0,61.0,39.0,medium,good,medium,high
83.0,96.0,63.0,44.0,80.0,97.0,high,average,low,moderate
39.0,96.0,41.0,66.0,87.0,87.0,medium,good,low,moderate
53.0,71.0,81.0,65.0,31.0,97.0,medium,average,medium,moderate
41.0,66.0,88.0,54.0,50.0,59.0,medium,average,medium,moderate
51.0,48.0,97.0,66.0,81.0,47.0,medium,average,high,moderate
77.0,56.0,35.0,65.0,24.0,99.0,medium,average,medium,moderate
33.0,92.0,38.0,26.0,77.0,78.0,medium,average,medium,moderate
53.0,48.0,97.0,73.0,43.0,83.0,medium,average,high,moderate
31.0,63.0,89.0,29.0,21.0,34.0,low,poor,medium,low
96.0,81.0,71.0,54.0,39.0,89.0,high,average,low,moderate
80.0,54.0,52.0,49.0,79.0,62.0,medium,average,medium,moderate
47.0,98.0,66.0,55.0,89.0,81.0,high,average,low,moderate
43.0,78.0,67.0,25.0,26.0,86.0,medium,poor,medium,low
36.0,41.0,89.0,76.0,57.0,28.0,medium,average,high,moderate
63.0,54.0,67.0,53.0,36.0,27.0,medium,average,medium,moderate
82.0,84.0,31.0,24.0,74.0,25.0,medium,poor,low,moderate
70.0,91.0,78.0,20.0,82.0,71.0,high,poor,low,moderate
91.0,95.0,84.0,63.0,96.0,93.0,high,good,low,high
54.0,91.0,50.0,73.0,48.0,22.0,medium,good,low,high
49.0,44.0,38.0,63.0,43.0,31.0,low,average,high,moderate
63.0,83.0,39.0,77.0,44.0,58.0,medium,good,low,high
44.0,46.0,88.0,80.0,80.0,51.0,medium,average,high,moderate
98.0,44.0,61.0,89.0,55.0,28.0,medium,average,medium,moderate
43.0,81.0,67.0,98.0,21.0,68.0,medium,good,medium,high
63.0,68.0,97.0,90.0,95.0,92.0,high,good,medium,high
66.0,78.0,34.0,83.0,28.0,36.0,medium,good,medium,high
33.0,91.0,44.0,54.0,94.0,20.0,low,average,medium,moderate
62.0,44.0,88.0,60.0,32.0,38.0,medium,average,high,moderate
61.0,71.0,67.0,69.0,63.0,34.0,medium,average,medium,moderate
48.0,90.0,31.0,33.0,44.0,57.0,medium,average,low,moderate
38.0,66.0,79.0,74.0,74.0,28.0,medium,average,medium,moderate
33.0,71.0,39.0,67.0,52.0,48.0,medium,average,medium,moderate
30.0,69.0,84.0,61.0,49.0,29.0,medium,average,medium,moderate
63.0,94.0,85.0,86.0,58.0,74.0,high,good,low,high
36.0,42.0,87.0,74.0,97.0,57.0,medium,average,high,moderate
97.0,92.0,62.0,94.0,39.0,26.0,high,good,low,high
47.0,88.0,48.0,98.0,37.0,23.0,medium,good,low,high
75.0,88.0,91.0,86.0,25.0,59.0,high,good,low,high
77.0,64.0,69.0,43.0,79.0,67.0,medium,average,medium,moderate
64.0,70.0,74.0,35.0,74.0,33.0,medium,poor,medium,moderate
91.0,62.0,39.0,43.0,68.0,45.0,medium,average,medium,moderate
37.0,55.0,73.0,77.0,21.0,68.0,medium,average,high,moderate
46.0,92.0,70.0,89.0,83.0,57.0,medium,good,low,high
47.0,70.0,50.0,90.0,84.0,29.0,medium,good,medium,moderate
39.0,83.0,83.0,74.0,95.0,51.0,medium,good,medium,moderate
50.0,46.0,39.0,74.0,94.0,35.0,medium,average,high,moderate
51.0,87.0,80.0,96.0,41.0,94.0,high,good,low,high
83.0,79.0,97.0,74.0,76.0,84.0,high,good,low,high
51.0,99.0,69.0,31.0,52.0,44.0,medium,average,low,moderate
91.0,48.0,37.0,60.0,67.0,38.0,medium,average,medium,moderate
84.0,72.0,68.0,48.0,46.0,30.0,medium,average,low,moderate
93.0,70.0,67.0,70.0,72.0,78.0,high,average,low,moderate
37.0,72.0,68.0,70.0,96.0,93.0,medium,average,medium,moderate
98.0,43.0,49.0,43.0,72.0,41.0,medium,poor,medium,moderate
72.0,68.0,73.0,43.0,93.0,71.0,high,average,medium,moderate
98.0,57.0,48.0,27.0,94.0,38.0,medium,poor,medium,moderate
54.0,77.0,69.0,43.0,29.0,93.0,medium,average,medium,moderate
96.0,53.0,71.0,86.0,97.0,43.0,high,average,medium,moderate
71.0,66.0,75.0,72.0,85.0,27.0,medium,average,medium,moderate
35.0,77.0,85.0,95.0,54.0,90.0,medium,good,medium,high
58.0,43.0,91.0,94.0,68.0,95.0,high,average,high,moderate
39.0,87.0,84.0,88.0,69.0,51.0,medium,good,medium,high
95.0,82.0,85.0,34.0,82.0,92.0,high,average,low,moderate
51.0,43.0,90.0,46.0,84.0,39.0,medium,poor,high,low
45.0,43.0,46.0,24.0,28.0,41.0,low,poor,high,low
68.0,91.0,50.0,27.0,20.0,62.0,medium,average,low,moderate
59.0,56.0,67.0,38.0,39.0,68.0,medium,poor,medium,low
36.0,91.0,62.0,42.0,62.0,50.0,medium,average,medium,moderate
87.0,69.0,79.0,21.0,87.0,83.0,high,poor,medium,moderate
89.0,60.0,30.0,87.0,72.0,83.0,medium,good,medium,high
82.0,56.0,39.0,62.0,30.0,29.0,medium,average,medium,moderate
73.0,79.0,82.0,72.0,77.0,99.0,high,average,low,high
58.0,46.0,87.0,72.0,57.0,32.0,medium,average,high,moderate
67.0,64.0,51.0,97.0,49.0,62.0,medium,good,medium,high
66.0,60.0,51.0,31.0,81.0,53.0,medium,poor,medium,low
41.0,49.0,69.0,47.0,43.0,56.0,low,poor,high,low
35.0,61.0,63.0,44.0,69.0,30.0,low,average,medium,low
47.0,71.0,41.0,64.0,34.0,47.0,medium,average,medium,moderate
61.0,80.0,65.0,62.0,50.0,22.0,medium,average,medium,moderate
41.0,45.0,87.0,83.0,64.0,97.0,medium,average,high,moderate
37.0,92.0,81.0,64.0,69.0,31.0,medium,good,low,moderate
89.0,92.0,87.0,38.0,93.0,58.0,high,average,low,moderate
56.0,81.0,75.0,65.0,43.0,37.0,medium,average,medium,moderate
70.0,95.0,91.0,97.0,91.0,34.0,high,good,low,high
66.0,65.0,47.0,66.0,85.0,51.0,medium,average,medium,moderate
81.0,89.0,33.0,67.0,48.0,97.0,high,good,low,high
81.0,83.0,37.0,34.0,31.0,58.0,medium,average,low,moderate
50.0,73.0,99.0,20.0,40.0,96.0,medium,poor,medium,low
89.0,50.0,74.0,36.0,72.0,86.0,high,poor,medium,moderate
55.0,73.0,47.0,22.0,83.0,54.0,medium,poor,medium,low
88.0,94.0,89.0,56.0,68.0,92.0,high,average,low,high
58.0,99.0,51.0,90.0,77.0,47.0,medium,good,low,high
37.0,66.0,71.0,55.0,28.0,60.0,medium,average,medium,moderate
83.0,54.0,47.0,71.0,60.0,74.0,medium,average,medium,moderate
32.0,84.0,36.0,88.0,89.0,67.0,medium,good,medium,high
84.0,44.0,48.0,81.0,51.0,86.0,high,average,medium,moderate
33.0,49.0,45.0,72.0,91.0,33.0,medium,average,high,moderate
44.0,73.0,68.0,82.0,29.0,59.0,medium,good,medium,moderate
72.0,99.0,31.0,42.0,98.0,73.0,medium,average,low,moderate
95.0,59.0,46.0,53.0,82.0,46.0,medium,average,medium,moderate
58.0,66.0,69.0,51.0,70.0,89.0,medium,average,medium,moderate
38.0,59.0,57.0,83.0,69.0,44.0,medium,average,medium,moderate
46.0,66.0,74.0,52.0,94.0,44.0,medium,average,medium,moderate
92.0,40.0,75.0,95.0,50.0,46.0,medium,average,medium,moderate
80.0,75.0,97.0,34.0,33.0,74.0,high,average,low,moderate
37.0,75.0,88.0,33.0,93.0,29.0,medium,poor,medium,moderate
56.0,58.0,45.0,77.0,28.0,31.0,medium,average,medium,moderate
48.0,55.0,78.0,81.0,72.0,82.0,medium,average,medium,moderate
42.0,85.0,73.0,74.0,41.0,36.0,medium,good,medium,moderate
89.0,51.0,71.0,44.0,94.0,28.0,medium,poor,medium,moderate
73.0,42.0,85.0,20.0,97.0,41.0,medium,poor,medium,low
42.0,42.0,40.0,45.0,57.0,51.0,low,poor,high,low
75.0,92.0,56.0,57.0,62.0,22.0,medium,average,low,moderate
58.0,61.0,87.0,53.0,56.0,86.0,medium,average,medium,moderate
34.0,46.0,92.0,93.0,54.0,29.0,medium,average,high,moderate
61.0,92.0,32.0,89.0,94.0,52.0,medium,good,low,high
42.0,48.0,63.0,82.0,42.0,36.0,medium,average,high,moderate
47.0,60.0,48.0,21.0,96.0,43.0,low,poor,medium,low
91.0,41.0,41.0,30.0,72.0,23.0,medium,poor,medium,low
79.0,80.0,33.0,54.0,96.0,95.0,medium,average,low,moderate
39.0,81.0,67.0,69.0,68.0,94.0,medium,average,medium,moderate
89.0,85.0,76.0,74.0,85.0,30.0,high,good,low,high
70.0,55.0,67.0,43.0,59.0,35.0,medium,poor,medium,moderate
91.0,59.0,55.0,28.0,56.0,90.0,medium,poor,medium,moderate
82.0,96.0,83.0,46.0,40.0,53.0,high,average,low,moderate
53.0,89.0,75.0,83.0,36.0,24.0,medium,good,low,high
67.0,42.0,93.0,98.0,23.0,30.0,medium,good,high,moderate
67.0,81.0,54.0,95.0,50.0,53.0,high,good,low,high
80.0,88.0,46.0,67.0,99.0,64.0,high,good,low,high
47.0,73.0,61.0,27.0,95.0,70.0,medium,poor,medium,low
53.0,78.0,65.0,97.0,75.0,32.0,medium,good,medium,high
47.0,40.0,62.0,32.0,49.0,49.0,low,poor,high,low
50.0,41.0,88.0,41.0,61.0,40.0,medium,poor,high,low
41.0,42.0,33.0,97.0,80.0,62.0,medium,good,high,moderate
32.0,49.0,66.0,60.0,20.0,45.0,low,average,high,moderate
95.0,99.0,60.0,35.0,93.0,36.0,high,average,low,moderate
35.0,78.0,44.0,60.0,89.0,85.0,medium,average,medium,moderate
92.0,86.0,74.0,26.0,97.0,65.0,high,average,low,moderate
30.0,57.0,86.0,45.0,27.0,57.0,medium,poor,high,low
84.0,96.0,68.0,96.0,95.0,30.0,high,good,low,high
52.0,51.0,35.0,43.0,69.0,25.0,medium,poor,medium,low
66.0,94.0,35.0,91.0,64.0,83.0,high,good,low,high
49.0,41.0,59.0,63.0,34.0,97.0,medium,average,high,moderate
64.0,41.0,76.0,72.0,59.0,66.0,medium,average,high,moderate
61.0,44.0,51.0,76.0,49.0,23.0,medium,average,high,moderate
67.0,87.0,51.0,64.0,99.0,58.0,medium,average,low,moderate
57.0,55.0,90.0,22.0,47.0,42.0,medium,poor,medium,low
67.0,67.0,31.0,93.0,37.0,24.0,medium,good,medium,high
87.0,68.0,35.0,58.0,95.0,31.0,medium,average,medium,moderate
60.0,87.0,40.0,72.0,35.0,59.0,medium,good,low,high
55.0,60.0,98.0,64.0,92.0,54.0,high,average,medium,moderate
39.0,40.0,64.0,72.0,97.0,65.0,medium,average,high,moderate
55.0,63.0,41.0,48.0,44.0,75.0,medium,average,medium,moderate
38.0,57.0,51.0,87.0,75.0,41.0,medium,good,medium,moderate
42.0,83.0,97.0,37.0,83.0,42.0,medium,average,medium,moderate
96.0,85.0,78.0,72.0,62.0,74.0,high,good,low,high
36.0,45.0,45.0,66.0,75.0,35.0,low,average,high,moderate
63.0,87.0,46.0,60.0,30.0,26.0,medium,average,low,moderate
88.0,44.0,35.0,21.0,61.0,88.0,medium,poor,medium,low
96.0,77.0,84.0,51.0,61.0,36.0,high,average,low,moderate
40.0,63.0,39.0,23.0,65.0,29.0,low,poor,medium,low
41.0,58.0,50.0,60.0,95.0,79.0,medium,average,medium,moderate
56.0,68.0,54.0,75.0,85.0,62.0,medium,average,medium,moderate
68.0,58.0,73.0,61.0,68.0,31.0,medium,average,medium,moderate
97.0,87.0,72.0,80.0,52.0,88.0,high,good,low,high
44.0,98.0,85.0,48.0,52.0,39.0,medium,average,low,moderate
41.0,88.0,50.0,44.0,21.0,74.0,medium,average,medium,moderate
47.0,66.0,56.0,55.0,64.0,72.0,medium,average,medium,moderate
91.0,70.0,57.0,38.0,40.0,86.0,high,average,low,moderate
32.0,66.0,33.0,84.0,90.0,78.0,medium,good,medium,moderate
56.0,87.0,81.0,84.0,81.0,76.0,high,good,low,high
38.0,73.0,67.0,53.0,93.0,24.0,medium,average,medium,moderate
40.0,68.0,63.0,83.0,99.0,95.0,medium,good,medium,moderate
94.0,64.0,99.0,22.0,52.0,30.0,high,poor,medium,moderate
30.0,62.0,42.0,32.0,54.0,40.0,low,poor,medium,low
52.0,73.0,97.0,42.0,68.0,55.0,medium,average,medium,moderate
94.0,81.0,77.0,51.0,54.0,43.0,high,average,low,moderate
72.0,65.0,45.0,38.0,42.0,67.0,medium,poor,medium,moderate
35.0,88.0,77.0,60.0,76.0,24.0,medium,average,medium,moderate
62.0,89.0,82.0,83.0,56.0,56.0,high,good,low,high
97.0,65.0,55.0,56.0,95.0,47.0,high,average,medium,moderate
58.0,94.0,54.0,55.0,37.0,71.0,medium,average,low,moderate
67.0,50.0,88.0,24.0,55.0,61.0,medium,poor,medium,low
67.0,95.0,41.0,42.0,62.0,80.0,medium,average,low,moderate
76.0,57.0,30.0,84.0,92.0,33.0,medium,average,medium,moderate
43.0,73.0,76.0,84.0,66.0,95.0,medium,good,medium,moderate
88.0,57.0,93.0,28.0,25.0,51.0,medium,poor,medium,moderate
99.0,66.0,65.0,21.0,47.0,47.0,medium,poor,low,moderate
39.0,60.0,39.0,86.0,90.0,63.0,medium,good,medium,moderate
87.0,82.0,67.0,33.0,41.0,33.0,medium,average,low,moderate
87.0,44.0,47.0,65.0,47.0,85.0,medium,average,medium,moderate
81.0,90.0,87.0,86.0,32.0,41.0,high,good,low,high
55.0,94.0,72.0,82.0,77.0,94.0,high,good,low,high
62.0,73.0,53.0,64.0,31.0,31.0,medium,average,medium,moderate
88.0,72.0,73.0,50.0,49.0,89.0,high,average,low,moderate
40.0,81.0,76.0,81.0,76.0,51.0,medium,good,medium,moderate
88.0,51.0,77.0,75.0,91.0,68.0,high,average,medium,moderate
94.0,84.0,55.0,87.0,37.0,89.0,high,good,low,high
77.0,53.0,69.0,61.0,46.0,30.0,medium,average,medium,moderate
53.0,80.0,32.0,95.0,29.0,47.0,medium,good,medium,high
69.0,58.0,58.0,81.0,55.0,95.0,medium,average,medium,moderate
33.0,84.0,56.0,25.0,99.0,31.0,medium,poor,medium,moderate
95.0,87.0,67.0,43.0,44.0,28.0,high,average,low,moderate
53.0,52.0,96.0,83.0,40.0,61.0,medium,average,medium,moderate
33.0,77.0,96.0,29.0,51.0,21.0,medium,poor,medium,low
85.0,69.0,63.0,76.0,91.0,99.0,high,average,medium,high
76.0,57.0,75.0,47.0,63.0,92.0,medium,average,medium,moderate
73.0,75.0,37.0,36.0,68.0,35.0,medium,average,medium,moderate
33.0,99.0,63.0,63.0,82.0,33.0,medium,good,low,moderate
82.0,40.0,78.0,94.0,77.0,82.0,high,average,medium,moderate
74.0,97.0,77.0,91.0,67.0,61.0,high,good,low,high
85.0,91.0,97.0,52.0,64.0,85.0,high,average,low,moderate
87.0,71.0,62.0,20.0,62.0,97.0,medium,poor,low,moderate
44.0,76.0,93.0,91.0,34.0,52.0,medium,good,medium,high
44.0,62.0,98.0,91.0,53.0,40.0,medium,good,medium,moderate
94.0,47.0,70.0,68.0,87.0,69.0,high,average,medium,moderate
67.0,74.0,36.0,70.0,23.0,70.0,medium,average,medium,moderate
60.0,88.0,56.0,62.0,86.0,54.0,medium,average,low,moderate
50.0,53.0,83.0,20.0,65.0,43.0,medium,poor,medium,low
74.0,83.0,70.0,32.0,47.0,40.0,medium,average,low,moderate
82.0,84.0,95.0,31.0,29.0,61.0,high,average,low,moderate
30.0,85.0,87.0,93.0,81.0,54.0,medium,good,medium,high
68.0,60.0,34.0,23.0,20.0,56.0,medium,poor,medium,low
99.0,63.0,90.0,64.0,63.0,27.0,high,average,medium,moderate
49.0,64.0,55.0,49.0,32.0,90.0,medium,average,medium,moderate
49.0,91.0,87.0,20.0,92.0,76.0,medium,poor,low,moderate
91.0,94.0,65.0,93.0,34.0,93.0,high,good,low,high
34.0,64.0,61.0,21.0,84.0,86.0,medium,poor,medium,low
57.0,98.0,35.0,88.0,65.0,69.0,medium,good,low,high
62.0,74.0,38.0,82.0,23.0,44.0,medium,good,medium,moderate
85.0,63.0,71.0,83.0,77.0,72.0,high,good,medium,high
39.0,40.0,69.0,32.0,90.0,65.0,medium,poor,high,low
60.0,76.0,68.0,90.0,37.0,93.0,medium,good,medium,high
40.0,78.0,40.0,67.0,97.0,38.0,medium,average,medium,moderate
85.0,98.0,65.0,52.0,83.0,22.0,high,average,low,high
74.0,83.0,34.0,74.0,79.0,30.0,medium,good,low,high
64.0,41.0,40.0,47.0,46.0,34.0,medium,poor,high,low
57.0,74.0,64.0,42.0,29.0,73.0,medium,average,medium,moderate
40.0,84.0,73.0,43.0,54.0,31.0,medium,average,medium,moderate
94.0,69.0,75.0,65.0,84.0,30.0,high,average,low,moderate
75.0,65.0,98.0,68.0,66.0,51.0,high,average,medium,moderate
52.0,88.0,89.0,39.0,71.0,82.0,medium,average,low,moderate
58.0,76.0,56.0,39.0,82.0,53.0,medium,average,medium,moderate
80.0,80.0,84.0,95.0,47.0,41.0,high,good,low,high
80.0,67.0,36.0,61.0,22.0,42.0,medium,average,medium,moderate
62.0,56.0,90.0,88.0,90.0,85.0,high,good,medium,moderate
51.0,71.0,57.0,46.0,69.0,54.0,medium,average,medium,moderate
76.0,97.0,83.0,43.0,65.0,49.0,high,average,low,moderate
76.0,76.0,97.0,42.0,65.0,81.0,high,average,low,moderate
71.0,82.0,79.0,62.0,88.0,49.0,high,average,low,moderate
35.0,47.0,94.0,82.0,81.0,48.0,medium,average,high,moderate
63.0,99.0,30.0,60.0,73.0,80.0,medium,good,low,high
72.0,54.0,41.0,43.0,82.0,46.0,medium,poor,medium,moderate
96.0,98.0,73.0,96.0,43.0,60.0,high,good,low,high
66.0,66.0,67.0,65.0,76.0,73.0,medium,average,medium,moderate
53.0,95.0,38.0,51.0,98.0,36.0,medium,average,low,moderate
68.0,93.0,80.0,20.0,38.0,30.0,medium,poor,low,moderate
42.0,85.0,34.0,64.0,65.0,88.0,medium,average,medium,moderate
36.0,94.0,99.0,69.0,74.0,43.0,medium,good,low,moderate
77.0,76.0,40.0,94.0,61.0,47.0,medium,good,low,high
99.0,90.0,61.0,38.0,97.0,67.0,high,average,low,moderate
89.0,50.0,87.0,33.0,52.0,28.0,medium,poor,medium,moderate
70.0,44.0,65.0,99.0,37.0,23.0,medium,good,medium,moderate
32.0,72.0,82.0,64.0,30.0,53.0,medium,average,medium,moderate
99.0,88.0,79.0,22.0,87.0,97.0,high,poor,low,moderate
61.0,85.0,96.0,28.0,74.0,65.0,high,average,low,moderate
50.0,71.0,62.0,58.0,66.0,66.0,medium,average,medium,moderate
92.0,71.0,98.0,69.0,54.0,68.0,high,average,low,moderate
82.0,76.0,66.0,39.0,52.0,88.0,high,average,low,moderate
82.0,92.0,92.0,49.0,94.0,86.0,high,average,low,moderate
49.0,90.0,81.0,78.0,74.0,21.0,medium,good,low,high
99.0,46.0,39.0,97.0,97.0,63.0,high,good,medium,high
61.0,75.0,75.0,59.0,84.0,63.0,medium,average,medium,moderate
67.0,62.0,91.0,53.0,81.0,37.0,medium,average,medium,moderate
82.0,87.0,38.0,48.0,64.0,98.0,high,average,low,moderate
76.0,70.0,88.0,30.0,39.0,40.0,medium,poor,medium,moderate
42.0,99.0,37.0,24.0,72.0,86.0,medium,average,low,moderate
51.0,65.0,90.0,86.0,77.0,28.0,medium,good,medium,moderate
55.0,80.0,85.0,22.0,61.0,68.0,medium,poor,medium,moderate
